Wavelength,0.0,0.044,0.089,0.133,0.178,0.222,0.267,0.311,0.355,0.4,0.444,0.488,0.532,0.577,0.621,0.665,0.709,0.753,0.797,0.841,0.885,0.929,0.973,1.016,1.06,1.103,1.147,1.19,1.234,1.277,1.32
1500.0,-6.004000000000005,-6.667000000000002,-8.725000000000009,-11.168000000000006,-14.177000000000007,-12.808999999999997,-9.00500000000001,-7.091000000000008,-6.341999999999999,-6.668000000000006,-8.197000000000003,-10.903000000000006,-14.27600000000001,-15.843000000000004,-11.831000000000003,-9.771,-9.617000000000004,-10.237000000000009,-8.908000000000001,-8.326000000000008,-8.13900000000001,-9.162999999999997,-13.241,-16.59700000000001,-11.605000000000004,-9.49600000000001,-9.13600000000001,-10.448000000000008,-13.906999999999996,-13.359000000000009,-10.259
1500.1,-6.200000000000003,-6.9210000000000065,-9.087000000000003,-11.558000000000007,-14.692999999999998,-12.203000000000003,-9.090999999999994,-7.007000000000005,-6.0859999999999985,-6.525999999999996,-8.117000000000004,-10.89,-13.888999999999996,-14.778000000000006,-12.048000000000002,-9.929000000000002,-9.849000000000004,-10.259,-8.772000000000006,-8.236000000000004,-7.947000000000003,-9.052000000000007,-14.034999999999997,-17.012,-11.340000000000003,-9.418000000000006,-9.373000000000005,-10.753,-14.001000000000005,-13.114999999999995,-10.463999999999999
1500.2,-6.377999999999993,-6.993000000000002,-9.083999999999996,-11.293,-13.794999999999995,-12.071999999999996,-8.603999999999992,-6.737999999999992,-6.003999999999998,-6.225000000000001,-7.695,-10.419000000000004,-14.133000000000003,-15.533999999999999,-12.294999999999995,-9.999000000000002,-10.023999999999994,-10.252000000000002,-8.675999999999995,-8.118999999999993,-8.044000000000004,-9.113999999999997,-13.797999999999995,-16.470999999999997,-10.827999999999996,-9.332999999999991,-9.544999999999995,-11.082,-15.165,-12.815000000000005,-10.205999999999996
1500.3,-6.475000000000001,-7.279999999999994,-9.243000000000002,-11.443000000000005,-13.783999999999999,-11.452000000000005,-8.467000000000006,-6.348000000000006,-5.768999999999998,-6.226999999999997,-7.568000000000005,-10.321000000000005,-14.089999999999996,-15.311,-12.637999999999998,-10.143999999999998,-9.747999999999998,-10.190999999999995,-8.544000000000004,-8.055,-8.024999999999999,-9.21,-13.93,-15.277999999999999,-10.740000000000002,-9.124999999999993,-9.720000000000006,-11.761999999999993,-15.896999999999998,-12.324000000000005,-9.595000000000006
1500.4,-6.573999999999998,-7.408999999999992,-9.495999999999995,-11.530000000000001,-13.569000000000003,-11.230999999999995,-7.926000000000002,-6.213999999999999,-5.6370000000000005,-6.030999999999992,-7.602999999999994,-10.350999999999999,-13.903999999999996,-14.977999999999994,-12.611000000000004,-9.846000000000004,-9.941000000000003,-10.111000000000004,-8.629999999999995,-7.7690000000000055,-7.957999999999998,-9.366,-14.679000000000002,-15.200999999999993,-10.155999999999992,-9.405999999999992,-9.557999999999993,-12.213999999999999,-15.533000000000001,-12.462000000000003,-9.5
1500.5,-6.785000000000004,-7.586000000000006,-9.729999999999997,-11.765999999999998,-13.241000000000007,-10.910000000000004,-7.7209999999999965,-6.122000000000007,-5.440000000000005,-5.734000000000002,-7.265000000000008,-10.100000000000001,-14.505000000000003,-16.207,-12.741000000000007,-10.125999999999998,-9.853000000000002,-10.021999999999998,-8.223999999999997,-7.707000000000001,-7.768000000000008,-9.535000000000004,-15.484000000000002,-14.922000000000004,-9.940999999999995,-8.978000000000002,-9.789000000000009,-12.184000000000005,-15.240000000000002,-11.859000000000002,-10.035000000000004
1500.6,-7.113999999999997,-7.917000000000009,-9.729000000000006,-11.684000000000005,-12.869000000000007,-10.419000000000004,-7.469000000000001,-5.810000000000009,-5.309000000000005,-5.624000000000002,-7.258000000000003,-10.000000000000007,-14.048000000000009,-16.076,-13.047000000000004,-10.237000000000002,-9.762999999999998,-9.747999999999998,-8.294000000000004,-7.741000000000007,-7.848999999999997,-9.478000000000002,-14.908000000000008,-13.711000000000006,-9.499000000000002,-9.149999999999999,-10.214000000000006,-13.113999999999997,-16.088,-12.167000000000009,-9.415
1500.7,-7.133000000000003,-7.836000000000006,-9.902999999999999,-11.515999999999998,-12.396000000000008,-10.256999999999998,-7.125000000000007,-5.618000000000002,-5.042999999999999,-5.491000000000007,-7.023000000000003,-9.622000000000007,-13.533000000000008,-16.360999999999997,-13.416000000000004,-10.56900000000001,-10.000000000000007,-9.765000000000008,-8.125000000000007,-7.464000000000006,-7.788000000000004,-9.838000000000001,-15.232000000000006,-13.003000000000007,-9.216000000000001,-8.851000000000006,-10.348999999999997,-13.732000000000006,-17.65800000000001,-11.773000000000003,-9.315000000000005
1500.8,-7.419999999999995,-8.192,-9.922999999999995,-11.925999999999995,-12.705000000000005,-9.978000000000002,-7.109000000000002,-5.446999999999996,-4.976999999999997,-5.500000000000007,-6.857000000000006,-9.579,-13.809000000000005,-16.887999999999998,-14.630000000000003,-10.080999999999996,-9.598999999999997,-9.559999999999995,-7.773000000000003,-7.500999999999998,-7.753999999999998,-9.494000000000007,-15.829,-13.157999999999994,-9.18,-9.035999999999994,-10.619000000000007,-14.089000000000006,-16.961000000000006,-11.372000000000007,-9.422999999999995
1500.9,-7.647000000000006,-8.394999999999996,-10.332999999999998,-11.861999999999995,-12.260999999999996,-9.578999999999994,-6.819999999999993,-5.313000000000002,-4.814999999999998,-5.224000000000004,-6.866,-9.689999999999998,-13.686999999999998,-18.287999999999997,-13.135000000000005,-10.385000000000005,-9.968000000000004,-9.528999999999996,-7.861999999999995,-7.382999999999996,-7.912999999999997,-10.141000000000005,-16.918000000000006,-12.739999999999995,-8.959000000000003,-8.924999999999997,-10.887,-14.462000000000003,-16.534999999999997,-11.552000000000007,-9.424000000000007
